id,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,estimated_occupancy_l365d,number_of_reviews,reviews_per_month,review_scores_rating,review_scores_location,review_scores_value,host_is_superhost,instant_bookable
1470263512643006839,la Dreta de l'Eixample,Eixample,41.39553,2.17061,Entire rental unit,Entire home/apt,16,8.0,8.0,12.0,1,330,29,59,89,219,0,0,0.0,4.75,4.94,4.63,0,0
1470268537960194369,el Parc i la Llacuna del Poblenou,Sant Martí,41.4003739,2.1922329,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1,365,21,39,59,301,0,0,0.0,4.73,4.8149999999999995,4.545,0,1
1470268971908384090,la Dreta de l'Eixample,Eixample,41.39681,2.17258,Entire rental unit,Entire home/apt,16,8.0,8.0,12.0,1,330,30,60,90,220,0,0,0.0,4.75,4.94,4.63,0,0
1470270578626336529,el Parc i la Llacuna del Poblenou,Sant Martí,41.3976233,2.188975,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1,365,22,45,70,308,0,0,0.0,4.73,4.8149999999999995,4.545,0,1
1470272032080802218,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,41.40831,2.13671,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,31,330,27,57,87,327,62,1,0.35,5.0,5.0,5.0,0,1
1470272416682092384,el Parc i la Llacuna del Poblenou,Sant Martí,41.4003739,2.1922329,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1,365,25,51,76,318,126,21,7.41,4.19,4.62,4.14,0,1
1470274195489087810,la Dreta de l'Eixample,Eixample,41.39512,2.17256,Entire rental unit,Entire home/apt,16,1.0,10.0,3.0,1,330,30,60,90,224,0,0,0.0,4.75,4.94,4.63,0,0
1470291110748037241,la Dreta de l'Eixample,Eixample,41.39569,2.17053,Entire rental unit,Entire home/apt,16,10.0,10.0,15.0,1,330,30,60,90,340,0,0,0.0,4.75,4.94,4.63,0,0
1470299448750225351,el Raval,Ciutat Vella,41.37712,2.17543,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,32,365,18,18,30,305,64,1,0.58,5.0,4.0,5.0,1,0
1470324727610311720,la Vila de Gràcia,Gràcia,41.39993286959732,2.1574623228850776,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,1,365,16,43,69,291,18,3,0.69,4.0,4.33,4.0,0,1
1470350028897891521,la Nova Esquerra de l'Eixample,Eixample,41.3849228,2.143038900000001,Entire rental unit,Entire home/apt,8,2.0,4.0,5.0,60,365,25,36,40,272,120,1,0.25,5.0,4.0,4.0,0,1
1470822519672076884,l'Antiga Esquerra de l'Eixample,Eixample,41.3914,2.15795,Private room in rental unit,Private room,1,2.0,1.0,1.0,31,180,0,11,41,316,0,0,0.0,4.73,4.89,4.6,0,0
1470842594160421771,el Camp de l'Arpa del Clot,Sant Martí,41.41022,2.18215,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1,1125,28,58,88,363,18,3,1.38,3.33,4.0,3.0,0,0
1470844257350688653,la Dreta de l'Eixample,Eixample,41.39239,2.16017,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,180,30,60,90,365,0,0,0.0,4.75,4.94,4.63,0,0
1470852785122725039,l'Antiga Esquerra de l'Eixample,Eixample,41.3909,2.16018,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,180,0,11,41,316,0,0,0.0,4.73,4.89,4.6,0,0
1470859419964749395,el Poble Sec,Sants-Montjuïc,41.37339060343919,2.1606286848576284,Entire rental unit,Entire home/apt,4,2.0,2.0,0.0,33,1125,22,22,22,135,0,0,0.0,4.68,4.75,4.54,0,0
1470879830331553063,Sants,Sants-Montjuïc,41.38471647027264,2.1420586043431094,Private room in rental unit,Private room,1,2.0,1.0,1.0,31,365,24,24,24,256,0,0,0.0,4.75,4.76,4.575,0,1
1470979764215729445,Sants,Sants-Montjuïc,41.38432,2.14227,Private room in rental unit,Private room,2,2.0,1.0,1.0,31,365,25,25,25,258,0,0,0.0,4.75,4.76,4.575,0,1
1470985122047950178,la Nova Esquerra de l'Eixample,Eixample,41.38538683466065,2.144165792684274,Private room in rental unit,Private room,2,2.0,1.0,1.0,31,365,10,11,26,257,0,0,0.0,4.61,4.77,4.48,0,1
1471001016891001231,el Guinardó,Horta-Guinardó,41.42557,2.17442,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,365,5,5,23,175,62,1,1.0,5.0,5.0,5.0,0,0
1471003284823357098,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,41.39522849999999,2.1504812,Room in hotel,Private room,2,1.0,1.0,1.0,1,1125,5,24,43,281,18,3,0.67,4.67,4.33,4.0,0,1
1471023549470698204,el Raval,Ciutat Vella,41.38273,2.16994,Private room in bed and breakfast,Private room,3,2.0,1.0,2.0,1,365,23,53,81,349,66,11,3.33,4.45,4.64,4.36,0,1
1471040780409704386,el Poble Sec,Sants-Montjuïc,41.37401,2.16417,Entire rental unit,Entire home/apt,2,1.0,2.0,2.0,1,365,24,30,46,303,0,0,0.0,4.68,4.75,4.54,0,1
1471144705241118229,Sant Antoni,Eixample,41.37999,2.15812,Entire rental unit,Entire home/apt,16,6.0,15.0,27.0,1,330,30,60,90,365,0,0,0.0,4.71,4.83,4.56,0,0
1471164230102145270,el Camp d'en Grassot i Gràcia Nova,Gràcia,41.4091,2.16505,Private room in home,Private room,2,1.0,1.0,1.0,32,32,30,60,90,365,0,0,0.0,4.75,4.87,4.59,0,0
1471206303205174960,el Raval,Ciutat Vella,41.3810910961267,2.165019255722612,Private room in rental unit,Private room,2,1.0,1.0,2.0,2,365,13,13,13,13,0,0,0.0,4.69,4.75,4.56,0,0
1471637631712221223,la Maternitat i Sant Ramon,Les Corts,41.38149,2.12795,Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,1,1125,28,58,88,336,90,15,3.19,3.6,4.13,3.53,0,0
1471660316057889600,el Poblenou,Sant Martí,41.3999514,2.2074892,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,32,330,26,56,86,195,0,0,0.0,4.73,4.82,4.575,0,0
1471669211332469186,la Dreta de l'Eixample,Eixample,41.39504,2.15839,Private room in rental unit,Private room,1,1.5,1.0,1.0,31,180,0,11,41,316,0,0,0.0,4.75,4.94,4.63,0,0
1471683723332637591,la Dreta de l'Eixample,Eixample,41.39496,2.15841,Private room in rental unit,Private room,1,1.5,1.0,1.0,31,180,0,0,0,196,0,0,0.0,4.75,4.94,4.63,0,0
1471688363248907958,la Dreta de l'Eixample,Eixample,41.39345,2.15923,Private room in rental unit,Private room,1,1.5,1.0,1.0,31,180,30,60,90,365,0,0,0.0,4.75,4.94,4.63,0,0
1471694060777762003,la Dreta de l'Eixample,Eixample,41.3958,2.16037,Private room in rental unit,Private room,1,1.5,1.0,1.0,31,180,0,0,0,135,0,0,0.0,4.75,4.94,4.63,0,0
1471698979313006710,la Dreta de l'Eixample,Eixample,41.39374,2.16048,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,180,0,0,0,197,0,0,0.0,4.75,4.94,4.63,0,0
1471703914756856138,la Dreta de l'Eixample,Eixample,41.3936,2.16022,Private room in rental unit,Private room,1,1.5,1.0,1.0,31,180,17,47,77,352,0,0,0.0,4.75,4.94,4.63,0,0
1471710002247748994,Hostafrancs,Sants-Montjuïc,41.37725590684294,2.1453098047952843,Entire rental unit,Entire home/apt,6,2.0,3.0,5.0,31,330,6,36,66,306,0,0,0.0,4.71,4.79,4.52,0,0
1471718230597168342,les Corts,Les Corts,41.388694,2.136818,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,1,365,4,24,37,300,78,13,2.95,4.69,4.85,4.54,0,1
1471718851562417720,l'Antiga Esquerra de l'Eixample,Eixample,41.39218,2.15788,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,180,11,41,71,346,0,0,0.0,4.73,4.89,4.6,0,0
1471733298180337893,Provençals del Poblenou,Sant Martí,41.40993,2.20532,Room in hotel,Private room,2,1.0,1.0,1.0,1,365,16,16,16,16,12,2,1.2,5.0,4.0,5.0,0,1
1471735025623178917,la Dreta de l'Eixample,Eixample,41.39312,2.15984,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,180,1,1,1,197,0,0,0.0,4.75,4.94,4.63,0,0
1471739009370654977,l'Antiga Esquerra de l'Eixample,Eixample,41.39079,2.1594,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,180,30,60,90,365,0,0,0.0,4.73,4.89,4.6,0,0
1471742475988921833,la Dreta de l'Eixample,Eixample,41.39261,2.15995,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,180,30,60,90,365,0,0,0.0,4.75,4.94,4.63,0,0
1471748159652605402,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38882267548697,2.1786111282302105,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,180,0,27,57,332,0,0,0.0,4.77,4.94,4.61,0,0
1471758454383818789,l'Antiga Esquerra de l'Eixample,Eixample,41.39088,2.15937,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,180,0,11,41,316,0,0,0.0,4.73,4.89,4.6,0,0
1471759882175092621,el Congrés i els Indians,Sant Andreu,41.424267356996914,2.1779145311413663,Entire rental unit,Entire home/apt,5,1.0,3.0,3.0,33,1125,16,16,16,105,0,0,0.0,4.83,4.695,4.67,0,0
1471762185651264466,la Dreta de l'Eixample,Eixample,41.39311,2.1602,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,180,30,60,90,365,0,0,0.0,4.75,4.94,4.63,0,0
1471772043600779745,la Dreta de l'Eixample,Eixample,41.39213,2.15991,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,180,0,0,0,168,0,0,0.0,4.75,4.94,4.63,0,0
1471774550855785722,l'Antiga Esquerra de l'Eixample,Eixample,41.39261,2.15814,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,180,0,0,0,166,0,0,0.0,4.73,4.89,4.6,0,0
1471778830356127772,Sants,Sants-Montjuïc,41.37340547223319,2.13732281987164,Private room in rental unit,Private room,1,1.0,1.0,1.0,29,365,10,40,70,345,0,0,0.0,4.75,4.76,4.575,1,0
1471787335774075340,el Camp de l'Arpa del Clot,Sant Martí,41.40805,2.18171,Entire rental unit,Entire home/apt,5,2.0,3.0,4.0,1,1125,15,33,37,250,18,3,2.14,5.0,5.0,4.33,0,0
1471806062467325510,la Dreta de l'Eixample,Eixample,41.39721,2.16139,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,1,1125,4,8,17,216,114,19,4.25,4.79,5.0,4.79,0,0
1471818445814379304,la Sagrada Família,Eixample,41.40948,2.17579,Private room in rental unit,Private room,2,1.0,1.0,1.0,2,7,0,12,39,57,0,0,0.0,4.71,4.89,4.58,0,1
1471821638889654130,el Camp de l'Arpa del Clot,Sant Martí,41.41171,2.17592,Private room in rental unit,Private room,2,1.0,1.0,1.0,2,7,0,18,46,64,6,1,1.0,5.0,5.0,5.0,0,1
1471823875775108205,la Sagrada Família,Eixample,41.4098,2.17619,Private room in rental unit,Private room,2,1.0,1.0,1.0,2,7,2,20,40,52,12,2,2.0,5.0,5.0,5.0,0,1
1471934180103390169,la Marina de Port,Sants-Montjuïc,41.36313,2.13881,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,365,5,26,56,146,62,1,0.42,5.0,5.0,5.0,0,1
1471938534466162556,la Marina de Port,Sants-Montjuïc,41.36126,2.13877,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,365,11,14,14,103,62,1,0.83,5.0,5.0,5.0,0,1
1471957655148606863,el Barri Gòtic,Ciutat Vella,41.38617,2.17574,Private room in rental unit,Private room,4,2.0,0.0,3.0,1,365,20,50,80,348,72,12,2.71,4.0,4.42,4.08,0,1
1472283362439843399,la Nova Esquerra de l'Eixample,Eixample,41.38231,2.15769,Entire rental unit,Entire home/apt,4,1.0,2.0,1.0,32,365,19,49,79,250,255,10,3.03,4.7,4.8,4.5,0,0
1472292647765745386,la Sagrada Família,Eixample,41.40677,2.1724,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,180,0,0,13,288,0,0,0.0,4.71,4.89,4.58,0,0
1472295345475369099,Sant Antoni,Eixample,41.3804459,2.1627471,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,1,1125,12,31,53,305,54,9,2.33,4.89,4.78,4.89,0,1
1472296181361274176,Sant Antoni,Eixample,41.3804459,2.1627471,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,1,1125,0,0,0,219,0,0,0.0,4.71,4.83,4.56,0,1
1472303926676848228,la Sagrada Família,Eixample,41.41072,2.17528,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,31,365,30,60,90,365,0,0,0.0,4.71,4.89,4.58,0,0
1472308515689321575,la Sagrada Família,Eixample,41.40833159145264,2.172669899275872,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,180,0,12,42,317,0,0,0.0,4.71,4.89,4.58,0,0
1472317610260267863,la Sagrada Família,Eixample,41.40672,2.1745,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,180,0,0,0,258,0,0,0.0,4.71,4.89,4.58,0,0
1472320567203841536,la Sagrada Família,Eixample,41.40778,2.17452,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,180,12,42,72,347,0,0,0.0,4.71,4.89,4.58,0,0
1472332832690769210,el Putxet i el Farró,Sarrià-Sant Gervasi,41.41008,2.13774,Entire rental unit,Entire home/apt,7,3.0,4.0,6.0,31,365,0,11,41,316,0,0,0.0,4.705,4.745,4.5,0,0
1472350391025828653,el Putxet i el Farró,Sarrià-Sant Gervasi,41.40547979999999,2.1400304,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,31,335,30,60,90,365,0,0,0.0,4.705,4.745,4.5,0,0
1472354125519068786,Hostafrancs,Sants-Montjuïc,41.37623,2.14184,Entire rental unit,Entire home/apt,12,3.0,6.0,10.0,1,330,30,60,90,365,0,0,0.0,4.71,4.79,4.52,0,0
1472490830105792455,el Putxet i el Farró,Sarrià-Sant Gervasi,41.4055796,2.1432332,Entire rental unit,Entire home/apt,5,2.0,3.0,4.0,2,365,3,23,53,321,48,8,1.98,4.88,4.75,4.88,0,1
1472492116156473706,el Camp de l'Arpa del Clot,Sant Martí,41.40894,2.18338,Entire rental unit,Entire home/apt,5,2.0,2.0,2.0,3,365,14,44,71,211,18,3,0.9,4.33,4.67,5.0,0,1
1472502903707674491,el Raval,Ciutat Vella,41.377857016659846,2.1693285248925345,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,3,365,18,48,78,345,0,0,0.0,4.69,4.75,4.56,0,1
1472913744826018780,la Sagrada Família,Eixample,41.4023371,2.1750618,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,1,365,17,33,56,326,84,14,3.31,4.71,4.86,4.43,0,1
1472941900296764911,la Sagrada Família,Eixample,41.4023371,2.1750618,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,1,365,8,21,42,298,102,17,3.98,4.94,5.0,4.82,0,1
1472947176468345079,la Sagrada Família,Eixample,41.4023371,2.1750618,Entire rental unit,Entire home/apt,5,1.0,1.0,1.0,1,365,16,34,62,335,30,5,1.19,5.0,5.0,5.0,0,1
1473073781448623695,el Barri Gòtic,Ciutat Vella,41.38134,2.17587,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1,330,30,60,75,75,0,0,0.0,4.68,4.91,4.57,0,0
1473098842430655981,el Barri Gòtic,Ciutat Vella,41.38688,2.17257,Entire rental unit,Entire home/apt,5,1.0,3.0,3.0,3,30,0,0,14,14,0,0,0.0,4.68,4.91,4.57,0,1
1473110337241360318,la Dreta de l'Eixample,Eixample,41.39025,2.16816,Private room in rental unit,Private room,1,1.5,1.0,1.0,31,180,0,0,0,166,0,0,0.0,4.75,4.94,4.63,0,0
1473119091000008754,la Dreta de l'Eixample,Eixample,41.39218,2.16,Private room in rental unit,Private room,1,1.5,1.0,1.0,31,180,30,60,90,365,0,0,0.0,4.75,4.94,4.63,0,0
1473123174977324233,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38866,2.17539,Entire rental unit,Entire home/apt,16,10.0,15.0,20.0,1,330,30,60,90,365,0,0,0.0,4.77,4.94,4.61,0,0
1473123207484572547,la Dreta de l'Eixample,Eixample,41.38939722081423,2.168506667189558,Private room in rental unit,Private room,1,1.5,1.0,1.0,31,180,0,0,0,257,0,0,0.0,4.75,4.94,4.63,0,0
1473136357138293388,la Dreta de l'Eixample,Eixample,41.3896,2.16787,Private room in rental unit,Private room,1,1.5,1.0,1.0,31,180,0,0,0,164,0,0,0.0,4.75,4.94,4.63,0,0
1473140300480041198,la Dreta de l'Eixample,Eixample,41.39117,2.16993,Private room in rental unit,Private room,1,1.5,1.0,1.0,31,180,0,0,0,164,0,0,0.0,4.75,4.94,4.63,0,0
1473144000147689719,la Dreta de l'Eixample,Eixample,41.39143,2.17001,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,180,12,31,31,166,0,0,0.0,4.75,4.94,4.63,0,0
1473151810231089291,la Dreta de l'Eixample,Eixample,41.39144,2.16866,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,180,0,0,0,135,0,0,0.0,4.75,4.94,4.63,0,0
1473156806244423708,la Dreta de l'Eixample,Eixample,41.39162,2.1695,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,180,30,60,90,365,62,1,0.67,3.0,3.0,2.0,0,0
1473159553734357547,el Barri Gòtic,Ciutat Vella,41.38208526824639,2.173853883919197,Private room in rental unit,Private room,2,2.0,1.0,1.0,2,45,22,52,82,82,42,7,3.82,4.14,4.57,4.0,0,0
1473160289656248723,la Dreta de l'Eixample,Eixample,41.39034,2.16788,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,180,0,0,0,166,0,0,0.0,4.75,4.94,4.63,0,0
1473185072925759523,la Sagrada Família,Eixample,41.40885,2.17397,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,180,0,11,41,316,0,0,0.0,4.71,4.89,4.58,0,0
1473185928697993252,el Poble Sec,Sants-Montjuïc,41.374566390079806,2.16495510423486,Entire rental unit,Entire home/apt,5,2.0,4.0,4.0,31,300,0,0,0,196,62,1,0.29,5.0,5.0,5.0,1,0
1473187322878643411,la Sagrada Família,Eixample,41.4078,2.17166,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,180,0,0,0,135,0,0,0.0,4.71,4.89,4.58,0,0
1473189509949233848,la Sagrada Família,Eixample,41.40915,2.17176,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,180,0,11,41,316,0,0,0.0,4.71,4.89,4.58,0,0
1473201605007523519,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,41.39808323382411,2.142415226681163,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,180,0,11,41,316,0,0,0.0,4.69,4.84,4.5,0,0
1473217475894947229,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,41.4008374460141,2.1466581654508503,Private room in rental unit,Private room,5,1.0,1.0,1.0,7,60,7,24,54,61,14,1,0.77,5.0,5.0,4.0,0,0
1473278704807013112,l'Antiga Esquerra de l'Eixample,Eixample,41.3849546,2.1591087,Entire rental unit,Entire home/apt,4,2.0,3.0,3.0,31,90,29,59,89,130,0,0,0.0,4.73,4.89,4.6,0,0
1473367503121376104,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38956371679083,2.1813153001957297,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,32,365,2,19,19,19,192,3,0.66,5.0,4.67,5.0,1,1
1473707199554009893,la Dreta de l'Eixample,Eixample,41.38775,2.16733,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,180,0,11,41,316,0,0,0.0,4.75,4.94,4.63,0,0
1473710965948186746,la Dreta de l'Eixample,Eixample,41.38713,2.16867,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,180,0,0,0,104,0,0,0.0,4.75,4.94,4.63,0,0
1473713382145793156,la Dreta de l'Eixample,Eixample,41.38623,2.16671,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,180,0,0,0,135,0,0,0.0,4.75,4.94,4.63,0,0
1473716764625796748,la Dreta de l'Eixample,Eixample,41.38799,2.16717,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,180,0,11,41,316,0,0,0.0,4.75,4.94,4.63,0,0
1473725776396763664,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,41.39903727308986,2.144414169174996,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,180,0,0,13,288,0,0,0.0,4.69,4.84,4.5,0,0
1473735872416387879,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,41.39928,2.14382,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,180,0,0,0,197,0,0,0.0,4.69,4.84,4.5,0,0
1473738808547306285,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,41.39759,2.14439,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,180,0,0,0,199,0,0,0.0,4.69,4.84,4.5,0,0
1473743212166155140,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,41.39742,2.14445,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,180,12,42,72,347,0,0,0.0,4.69,4.84,4.5,0,0
1473849943658786374,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38982829738381,2.180416572185728,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,5,365,22,41,41,41,90,9,2.14,4.89,5.0,4.56,0,1
1473852893276150253,la Vila de Gràcia,Gràcia,41.40234,2.15195,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,180,0,0,0,227,0,0,0.0,4.74,4.89,4.57,0,0
1473857006539086508,la Vila de Gràcia,Gràcia,41.40245,2.15264,Private room in rental unit,Private room,1,1.0,1.0,1.0,31,180,0,0,13,288,0,0,0.0,4.74,4.89,4.57,0,0
1473914093278915128,Sant Antoni,Eixample,41.37604691019004,2.165589071355996,Private room in rental unit,Private room,2,2.0,1.0,1.0,1,365,21,45,74,254,42,7,1.56,4.29,4.14,3.71,0,1
1474059949648855197,l'Antiga Esquerra de l'Eixample,Eixample,41.39036,2.15226,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,31,365,0,11,41,316,62,1,0.71,5.0,5.0,4.0,1,1
1474111841753145931,la Nova Esquerra de l'Eixample,Eixample,41.38461,2.14412,Private room in rental unit,Private room,2,2.0,1.0,1.0,31,365,26,50,72,347,0,0,0.0,4.61,4.77,4.48,0,1
1474117138045869234,les Corts,Les Corts,41.38646508642816,2.1422005003304974,Private room in rental unit,Private room,2,2.0,1.0,1.0,31,365,20,20,46,321,0,0,0.0,4.69,4.74,4.54,0,1
1474373286787403415,la Nova Esquerra de l'Eixample,Eixample,41.38645097747369,2.144345786272132,Private room in rental unit,Private room,2,2.0,1.0,1.0,31,365,0,0,0,231,0,0,0.0,4.61,4.77,4.48,0,1
1474378395626347152,les Corts,Les Corts,41.3858637450057,2.14226248152192,Private room in rental unit,Private room,2,2.0,1.0,1.0,31,365,19,35,63,338,0,0,0.0,4.69,4.74,4.54,0,1
1474482924363965433,el Fort Pienc,Eixample,41.4000886,2.1757934,Entire rental unit,Entire home/apt,4,2.0,4.0,4.0,31,365,19,19,19,291,0,0,0.0,4.67,4.83,4.53,1,0
1474547219957677633,el Raval,Ciutat Vella,41.3781344,2.1705387,Entire rental unit,Entire home/apt,5,1.0,3.0,3.0,32,365,25,25,25,255,64,1,0.83,5.0,5.0,5.0,0,0
1474649672996060824,l'Antiga Esquerra de l'Eixample,Eixample,41.38488691799417,2.15925469994545,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,31,65,30,60,90,365,0,0,0.0,4.73,4.89,4.6,0,0
1474710440901254118,el Raval,Ciutat Vella,41.38384,2.16456,Private room in rental unit,Private room,2,1.0,1.0,2.0,32,365,13,31,31,31,192,3,2.65,4.67,4.67,4.67,0,1
1474784042581021859,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,41.39611,2.14446,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,2,365,12,23,36,257,6,1,1.0,5.0,5.0,5.0,0,0
1475148742650846927,les Corts,Les Corts,41.3858754,2.1384836,Entire rental unit,Entire home/apt,6,1.0,2.0,5.0,1,365,8,19,32,82,42,7,1.98,4.43,4.86,3.86,0,1
1475178857527258530,Sant Antoni,Eixample,41.37677,2.16468,Entire rental unit,Entire home/apt,5,1.5,3.0,5.0,32,365,26,56,86,361,0,0,0.0,4.71,4.83,4.56,0,1
1475212455728229246,l'Antiga Esquerra de l'Eixample,Eixample,41.38681,2.1582,Entire rental unit,Entire home/apt,7,1.5,4.0,5.0,3,365,14,39,46,219,78,13,3.45,4.38,4.77,4.23,0,0
1475312391871157754,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,41.40478,2.1301,Entire rental unit,Entire home/apt,8,3.0,4.0,6.0,1,365,12,24,52,315,24,4,1.21,5.0,5.0,4.25,0,0
1475405081618693730,la Sagrada Família,Eixample,41.40478335231136,2.179824356354436,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,31,365,30,60,90,365,62,1,0.64,5.0,5.0,5.0,1,0
1475411223029133510,les Corts,Les Corts,41.38816320000001,2.1354145,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,1,365,19,47,74,270,150,25,6.58,4.96,4.96,4.92,1,0
1475434545119455266,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38698369891418,2.1755271440536625,Entire rental unit,Entire home/apt,8,2.0,4.0,5.0,31,330,27,57,87,327,62,1,0.77,5.0,5.0,5.0,0,1
1475445175115973149,les Corts,Les Corts,41.388,2.13635,Private room in rental unit,Private room,2,1.0,1.0,1.0,1,365,23,53,83,358,18,3,0.67,3.0,3.33,2.33,0,1
1475445759270002623,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38963,2.18056,Entire rental unit,Entire home/apt,2,1.0,1.0,3.0,32,365,30,60,90,365,0,0,0.0,4.77,4.94,4.61,0,1
1475458596854704936,l'Antiga Esquerra de l'Eixample,Eixample,41.38467973416688,2.155354302594929,Private room in rental unit,Private room,2,1.5,1.0,1.0,1,365,20,50,80,251,102,17,4.72,4.59,4.82,4.47,0,1
1475961687414126557,Provençals del Poblenou,Sant Martí,41.41198830110398,2.2089354856902155,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,32,365,4,4,4,229,0,0,0.0,4.86,4.715,4.67,1,0
1476077638607205170,el Camp de l'Arpa del Clot,Sant Martí,41.40988,2.18234,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1,1125,26,56,86,361,24,4,2.86,4.5,5.0,4.5,0,0
1476105286331514335,el Camp de l'Arpa del Clot,Sant Martí,41.40965,2.18221,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1,1125,26,56,86,361,42,7,2.63,4.71,4.57,4.43,0,0
1476121021342726077,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38713,2.17743,Entire rental unit,Entire home/apt,16,8.0,12.0,16.0,1,330,30,60,90,365,0,0,0.0,4.77,4.94,4.61,0,0
1476137472201275946,el Camp de l'Arpa del Clot,Sant Martí,41.40831,2.18233,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1,1125,23,53,83,358,6,1,1.0,5.0,5.0,5.0,0,0
1476235961942989176,la Dreta de l'Eixample,Eixample,41.39455,2.16993,Entire rental unit,Entire home/apt,16,5.0,5.0,10.0,1,330,20,22,22,233,0,0,0.0,4.75,4.94,4.63,0,0
1476508466617594974,el Poblenou,Sant Martí,41.3998246,2.2059995,Private room in rental unit,Private room,2,2.0,1.0,1.0,31,365,13,43,73,322,62,1,1.0,5.0,5.0,5.0,0,1
